Card_id,Ssn,Bname,Address,Phone
ID000333,186-53-8147,SHAWN RIVERA,8 American Hill,(972) 528-2505
ID000334,100-08-2010,TINA HAMILTON,24695 Di Loreto Crossing,(972) 755-6424
ID000335,166-29-5051,BENJAMIN GRAHAM,08 New Castle Avenue,(214) 983-4311
ID000336,869-23-6916,DORIS BAILEY,5773 Eastlawn Center,(469) 801-1479
ID000337,242-20-9101,JASON WASHINGTON,3225 Vera Lane,(972) 931-0247
ID000338,456-04-0469,EVELYN WILSON,9873 Kim Center,(469) 901-5209
ID000339,812-93-7575,STEVE CUNNINGHAM,5615 Mcbride Park,(214) 883-3172
ID000340,696-31-4035,HENRY HOWARD,9 Lakewood Avenue,(214) 848-6192
ID000341,399-88-0576,TIMOTHY CRAWFORD,39384 Tony Terrace,(972) 729-2932
ID000342,342-52-5404,TODD ROSE,8 Mosinee Plaza,(469) 893-2893
ID000343,699-25-9472,MARY NELSON,8 Colorado Avenue,(214) 241-4452
ID000344,188-14-3830,JASON WATKINS,74155 Welch Terrace,(972) 915-1343
ID000345,562-73-5031,KATHY COLE,8600 Anniversary Pass,(214) 993-7915
ID000346,633-54-2851,ALBERT REYES,43 Transport Pass,(469) 808-4965
ID000347,256-93-5132,AARON HARVEY,1807 Prairieview Pass,(214) 632-9282
ID000348,973-81-6951,JACK WARD,5 Susan Plaza,(972) 918-4342
ID000349,324-71-1906,DOROTHY SPENCER,90651 Bellgrove Junction,(972) 892-8862
ID000350,227-59-5562,LAWRENCE HUNT,2 Randy Court,(972) 962-4743
ID000351,931-62-4904,BEVERLY FERNANDEZ,480 Toban Lane,(469) 975-3330
ID000352,625-57-7457,KAREN JOHNSTON,3 Coleman Plaza,(214) 768-1518
ID000353,285-70-4379,HOWARD GONZALEZ,7699 Dakota Terrace,(214) 905-6019
ID000354,490-16-4375,DOROTHY GRAHAM,9 Mcguire Alley,(469) 619-4224
ID000355,246-40-5583,BARBARA ANDERSON,77 Ronald Regan Park,(214) 947-1531
ID000356,697-56-6815,FRANCES WILLIS,61438 Becker Park,(469) 900-5979
ID000357,878-94-1305,MARTHA ARNOLD,52279 Hauk Plaza,(469) 968-6237
ID000358,721-32-2687,MARIA MEDINA,6 Gina Crossing,(214) 851-3813
ID000359,842-65-5010,JONATHAN FOX,32 Springs Road,(972) 916-5884
ID000360,657-17-6421,CARLOS CARTER,96207 3rd Park,(214) 928-7624
ID000361,422-81-7045,ADAM FERGUSON,0 Summerview Court,(214) 957-5621
ID000362,644-09-0337,NICHOLAS WHEELER,756 Pleasure Circle,(469) 973-3255
ID000363,903-98-1679,RAYMOND ROGERS,16 Monument Parkway,(469) 887-9227
ID000364,847-29-3619,BRANDON STEVENS,94647 Village Junction,(214) 693-6689
ID000365,822-62-5312,LORI FERGUSON,49 Sachtjen Crossing,(214) 968-1515
ID000366,629-41-9551,ROY TURNER,61544 Talmadge Drive,(469) 927-5678
ID000367,235-79-8503,MARTHA WARREN,94 Vahlen Hill,(972) 776-3863
ID000368,265-90-7820,RUBY ANDERSON,0482 Haas Terrace,(469) 873-2923
ID000369,694-92-0573,STEVEN BAILEY,8987 Lawn Park,(469) 938-8249
ID000370,143-30-2355,MELISSA PERKINS,0039 Hanson Court,(972) 995-3027
ID000371,344-69-2006,RUBY ROSS,86591 Roxbury Circle,(214) 917-1080
ID000372,566-64-7874,BILLY KING,831 Sutherland Point,(214) 846-6560
ID000373,163-65-8067,MILDRED SANCHEZ,09 Annamark Circle,(469) 877-2424
ID000374,588-45-9557,LINDA DUNCAN,09159 Charing Cross Way,(972) 877-3172
ID000375,142-74-6194,JANICE MONTGOMERY,661 Grasskamp Alley,(214) 905-8688
ID000376,694-58-3169,ROBIN COX,0 Gerald Court,(972) 722-1586
ID000377,513-11-0091,CAROL HOWELL,273 Sullivan Lane,(214) 831-1374
ID000378,432-49-7884,DORIS WELCH,74 Oakridge Alley,(469) 983-6603
ID000379,204-46-7713,DEBRA KELLY,0 Maywood Street,(469) 926-2312
ID000380,597-00-1738,SCOTT MORALES,823 Sherman Point,(469) 801-1210
ID000381,221-70-6594,LOUISE MURPHY,7113 Carpenter Drive,(469) 988-1773
ID000382,300-48-5255,JACK CRUZ,55322 Linden Point,(469) 896-0110
ID000383,823-59-7520,TERESA CARTER,4757 Kingsford Street,(214) 964-1732
ID000384,526-53-0309,ERIC FLORES,0 Vera Center,(214) 868-2141
ID000385,996-22-6511,LOUIS ELLIOTT,02 Jenna Trail,(972) 567-4117
ID000386,688-12-7828,NICHOLAS EVANS,13 Russell Lane,(214) 975-3027
ID000387,389-89-9874,EVELYN BAILEY,77832 West Park,(972) 978-9540
ID000388,614-07-9273,ARTHUR RAY,3079 Donald Point,(469) 754-2762
ID000389,189-81-8299,SHAWN BURNS,51 Nelson Plaza,(469) 978-8065
ID000390,874-30-0223,HENRY WALLACE,4139 Spaight Road,(972) 524-8949
ID000391,841-42-8500,KATHY GARCIA,3657 Anhalt Trail,(469) 867-8069
ID000392,933-68-6811,KENNETH SANCHEZ,06600 Utah Crossing,(972) 810-0694
ID000393,124-81-1894,CARL BISHOP,01 Goodland Junction,(469) 792-3214
ID000394,255-45-0108,HARRY TUCKER,8 Waubesa Parkway,(214) 925-4392
ID000395,694-43-1375,CHRISTOPHER MARSHALL,34693 Warbler Junction,(214) 646-3142
ID000396,405-10-9736,RUSSELL MURPHY,9552 Mandrake Center,(214) 843-3552
ID000397,752-91-8139,JESSICA CARR,9 Sutteridge Pass,(469) 949-9851
ID000398,324-70-7021,CHERYL MOORE,0 2nd Plaza,(972) 272-0101
ID000399,903-05-2325,LORI CARROLL,879 Clarendon Alley,(469) 989-2206
ID000400,323-48-3150,FRANK MARTIN,428 Lindbergh Way,(972) 802-1808
ID000401,748-29-7839,JOYCE ALLEN,5911 Troy Pass,(469) 935-7570
ID000402,203-92-3954,PHILIP GONZALEZ,2 Buhler Street,(214) 941-2219
ID000403,483-93-2540,NICOLE BELL,69 Manitowish Lane,(214) 901-7334
ID000404,235-14-1141,JOSEPH PERRY,45 Judy Trail,(214) 938-2436
ID000405,138-49-9901,DORIS PETERSON,56 Oxford Avenue,(214) 956-2812
ID000406,311-51-3288,GREGORY MARSHALL,17 Eastwood Terrace,(214) 824-0301
ID000407,359-35-2008,VIRGINIA KELLY,37408 Morrow Court,(972) 839-9825
ID000408,608-20-9205,BEVERLY HAWKINS,0 Hovde Terrace,(469) 814-1846
ID000409,539-33-7584,SCOTT GONZALEZ,623 Westend Way,(469) 928-6396
ID000410,407-50-8210,PAUL MCDONALD,334 Orin Avenue,(972) 994-1541
ID000411,158-21-4344,DENNIS DUNCAN,05 Mitchell Hill,(469) 906-7817
ID000412,146-55-7699,MARY RYAN,24029 Nevada Way,(469) 827-6766
ID000413,870-93-1419,VICTOR SMITH,0 Helena Point,(214) 828-3216
ID000414,752-50-3597,RUBY MURRAY,4920 Westend Court,(214) 859-6221
ID000415,894-84-4831,JEAN GARZA,91 Havey Plaza,(972) 738-9037
ID000416,327-53-6005,ANDREW JORDAN,38498 Park Meadow Crossing,(469) 762-1505
ID000417,868-79-0477,HARRY MARSHALL,24 Heffernan Crossing,(972) 927-0592
ID000418,409-03-9079,WAYNE FRANKLIN,35 Continental Alley,(214) 741-9000
ID000419,653-59-9039,LILLIAN GONZALEZ,9922 Arkansas Circle,(972) 872-9248
ID000420,718-47-6143,RACHEL BISHOP,70227 Vernon Way,(972) 798-2559
ID000421,841-96-3890,ALAN LYNCH,332 Dayton Plaza,(214) 930-8850
ID000422,931-94-4929,CARLOS RAY,62 Monument Park,(469) 942-7494
ID000423,720-85-0355,FRANK TAYLOR,5 Lien Center,(214) 621-5602
ID000424,836-23-8686,MELISSA BURTON,5 Springs Lane,(469) 567-0603
ID000425,999-28-2020,ANNE NELSON,34365 Kropf Park,(972) 904-1974
ID000426,919-67-6865,AMANDA BAILEY,29 Continental Point,(214) 819-4931
ID000427,362-09-9834,CHRIS DUNCAN,35 Alpine Avenue,(214) 940-2965
ID000428,762-37-8033,ELIZABETH GIBSON,6602 Namekagon Way,(972) 863-7573
ID000429,424-50-1775,KEITH BROWN,471 Burning Wood Park,(214) 849-4296
ID000430,221-74-2881,KAREN SANCHEZ,71 Old Gate Point,(214) 915-6512
ID000431,467-35-1217,MARILYN MEYER,3981 Lerdahl Point,(972) 956-5459
ID000432,142-41-8822,HAROLD LITTLE,81271 Evergreen Lane,(469) 888-8096
ID000433,626-74-9990,HENRY DEAN,4913 Brentwood Center,(469) 950-2072
ID000434,468-99-7446,JOYCE RIVERA,3 Johnson Pass,(469) 982-3317
ID000435,560-85-1499,MARIE JOHNSON,6 Graedel Street,(972) 701-4623
ID000436,650-87-6068,AARON CLARK,5169 Bashford Point,(214) 931-4554
ID000437,262-55-8913,ANNE CAMPBELL,0140 Grover Place,(214) 962-1673
ID000438,691-11-1485,JANICE GARRETT,439 Prentice Hill,(972) 911-1842
ID000439,772-97-8655,BOBBY JOHNSON,7 Moulton Crossing,(469) 948-5326
ID000440,807-93-7008,FRED WELCH,0 Lukken Alley,(214) 955-3447
ID000441,464-18-8734,LAURA CHAPMAN,304 Lunder Hill,(469) 823-5855
ID000442,307-70-2725,ALBERT CASTILLO,2 Beilfuss Center,(214) 705-0297
ID000443,528-91-7558,JULIA OLIVER,42421 Farmco Street,(972) 780-5174
ID000444,408-53-0520,DAVID RUSSELL,57840 Laurel Alley,(972) 852-7339
ID000445,520-76-6004,RUSSELL MONTGOMERY,18 Hagan Pass,(972) 389-6002
ID000446,660-90-8261,JOE PRICE,1 Leroy Park,(214) 527-9098
ID000447,799-34-0025,ANTHONY HARRISON,7123 Bunker Hill Junction,(972) 970-2532
ID000448,870-49-6647,GREGORY HUDSON,42 Park Meadow Park,(972) 883-9738
ID000449,707-63-8293,MICHELLE CHAPMAN,29 Rieder Pass,(972) 911-7317
ID000450,469-39-1386,CHRIS BAILEY,8 South Court,(214) 935-4761
ID000451,553-57-0780,KEVIN WOOD,0 Pierstorff Park,(469) 876-1298
ID000452,316-43-6159,LOUISE SPENCER,4462 Blaine Avenue,(214) 877-5122
ID000453,455-51-2609,RUTH LEE,58 Waubesa Avenue,(469) 940-2041
ID000454,995-34-9938,CAROLYN ALEXANDER,634 Judy Pass,(214) 882-9567
ID000455,149-26-9323,BARBARA RIVERA,93 North Pass,(972) 696-7148
ID000456,889-46-9650,ADAM MCDONALD,20734 Beilfuss Park,(972) 846-7469
ID000457,242-32-1789,SARA GRAHAM,4992 Ridgeview Court,(469) 586-2569
ID000458,900-93-1217,HENRY SPENCER,919 7th Plaza,(214) 949-3097
ID000459,669-83-7441,LILLIAN AUSTIN,8 Eagle Crest Way,(469) 980-2648
ID000460,989-79-1559,JERRY PIERCE,16 Charing Cross Center,(469) 546-3297
ID000461,336-44-7837,EMILY RUIZ,1 Claremont Junction,(214) 961-5149
ID000462,928-58-0480,LILLIAN BAKER,111 Village Plaza,(469) 643-7532
ID000463,186-05-2080,RUTH BUTLER,41052 Waubesa Lane,(972) 760-5201
ID000464,922-11-3673,CATHERINE WELCH,666 Kim Crossing,(972) 895-2567
ID000465,209-54-9222,HOWARD CASTILLO,4069 Oneill Point,(214) 332-8692
ID000466,352-50-9918,JUSTIN SANDERS,2 Mayer Junction,(214) 883-7551
ID000467,651-14-8311,RONALD ROBERTS,25 South Lane,(972) 703-1253
ID000468,724-31-5669,JANE HARRISON,8070 Clarendon Parkway,(469) 907-0689
ID000469,506-88-8490,BENJAMIN GRANT,89750 Kenwood Crossing,(469) 978-2012
ID000470,581-20-4224,HARRY MILLER,721 High Crossing Court,(214) 867-9998
ID000471,878-06-0469,MATTHEW BURKE,735 Toban Park,(972) 915-3614
ID000472,246-12-3136,CHRISTINE CHAVEZ,560 Atwood Pass,(214) 937-6446
ID000473,938-95-9106,ERIC HERNANDEZ,80149 Haas Court,(214) 905-1189
ID000474,734-24-8047,DIANA JONES,499 Pearson Junction,(469) 838-4299
ID000475,829-11-9179,JANET RICE,35291 Bunker Hill Way,(214) 291-3432
ID000476,744-91-0994,DIANE RUIZ,36 Cambridge Park,(469) 888-5191
ID000477,981-13-1196,THERESA RUSSELL,589 Northwestern Park,(214) 851-1236
ID000478,770-00-5747,WAYNE HUNT,9818 Westend Center,(469) 941-4660
ID000479,842-92-7572,VIRGINIA GORDON,76 Tony Road,(214) 913-8462
ID000480,737-53-3435,GLORIA RICE,9 Golf View Alley,(214) 920-9672
ID000481,451-56-2506,MILDRED BUTLER,67 Westerfield Avenue,(469) 283-4838
ID000482,368-38-1777,DEBRA WEST,4799 Melody Parkway,(972) 966-6826
ID000483,199-36-9132,NANCY WHEELER,737 Doe Crossing Trail,(972) 898-3947
ID000484,931-76-2866,LAWRENCE STONE,8 Darwin Alley,(214) 949-9916
ID000485,371-28-8168,RACHEL REYES,6 Anniversary Alley,(972) 939-6714
ID000486,435-69-4707,AMANDA SIMPSON,15 Dixon Street,(972) 740-1910
ID000487,235-32-3985,LORI CARROLL,213 Forest Point,(469) 958-8957
ID000488,148-55-6625,BOBBY AUSTIN,62352 Pankratz Road,(972) 912-7272
ID000489,253-35-6885,BRENDA CARPENTER,6664 Prairie Rose Point,(214) 986-1471
ID000490,817-44-1979,SHARON MASON,33 Moulton Lane,(972) 901-1745
ID000491,639-31-4924,JOSHUA ROSS,4376 Kropf Road,(214) 915-4707
ID000492,926-53-1333,MELISSA MCCOY,08770 Moland Lane,(469) 926-4571
ID000493,728-54-9849,BOBBY KELLY,79 Burning Wood Pass,(214) 860-1350
ID000494,846-65-0817,JENNIFER ORTIZ,25989 Mccormick Drive,(469) 874-7030
ID000495,810-70-4323,CHRIS CARTER,50486 Grim Alley,(469) 916-1204
ID000496,919-26-6378,CHRISTOPHER GONZALES,49163 Moose Point,(214) 959-6901
ID000497,966-29-4430,ALBERT GIBSON,90 Lillian Trail,(469) 951-7990
ID000498,435-99-9670,DORIS ROSE,1891 Melrose Terrace,(972) 849-4915
ID000499,416-21-6778,MARILYN JORDAN,61 Eagle Crest Junction,(214) 796-3512
ID000500,306-68-0158,JOE BOWMAN,26225 8th Road,(972) 882-8221
ID000501,840-12-3188,DENISE PRICE,46 Knutson Drive,(972) 488-9450
ID000502,332-41-0512,EVELYN EDWARDS,7867 Nancy Park,(972) 209-1095
ID000503,196-02-7403,KIMBERLY HERNANDEZ,2 Buell Drive,(469) 779-6890
ID000504,388-55-1450,NORMA BOYD,35 Service Court,(972) 833-7491
ID000505,395-16-7095,SHARON RAMOS,39 Daystar Hill,(214) 898-7050
ID000506,541-25-5056,RACHEL RILEY,01017 Jay Plaza,(972) 803-8359
ID000507,132-58-8039,RANDY JENKINS,794 Buena Vista Road,(469) 894-9345
ID000508,774-38-4043,JOHN CLARK,0708 North Terrace,(469) 918-1359
ID000509,495-55-0985,RUBY HANSEN,8756 Wayridge Drive,(469) 941-4442
ID000510,739-90-9261,ASHLEY PETERS,28880 4th Alley,(972) 893-4339
ID000511,377-63-8268,ALBERT GARCIA,0 Maple Terrace,(972) 931-7094
ID000512,150-30-2288,CLARENCE HOLMES,291 1st Terrace,(214) 952-6641
ID000513,849-92-8312,JULIE PARKER,3377 Dahle Street,(214) 876-9952
ID000514,953-43-1417,MICHAEL MARTINEZ,0967 Melrose Avenue,(214) 935-8776
ID000515,337-86-8085,WILLIAM BERRY,9 Hagan Street,(214) 885-1966
ID000516,465-95-8833,GERALD BURKE,5175 Florence Center,(469) 999-7380
ID000517,960-83-9340,LINDA RODRIGUEZ,2427 Reindahl Park,(972) 664-5725
ID000518,709-91-1641,TERRY STEPHENS,27291 Farragut Court,(972) 890-0078
ID000519,423-06-4282,TIMOTHY HUNT,4219 Westport Hill,(214) 950-1960
ID000520,622-29-9732,RICHARD CRUZ,813 Darwin Avenue,(972) 889-2210
ID000521,631-12-8701,GREGORY GOMEZ,3993 American Circle,(972) 867-8273
ID000522,699-59-0681,LOUISE GARZA,14760 Bobwhite Terrace,(469) 893-7918
ID000523,762-63-8070,JAMES ADAMS,055 Alpine Way,(972) 925-4501
ID000524,149-42-1309,VICTOR GARDNER,12141 Corscot Junction,(972) 962-2925
ID000525,531-67-5941,ERNEST LANE,66226 Nova Way,(469) 999-6823
ID000526,156-63-1943,JOE GRIFFIN,205 Fuller Plaza,(469) 912-4055
ID000527,664-38-4205,SEAN KELLY,3 Gerald Court,(214) 970-9971
ID000528,662-87-7945,ANGELA TURNER,53 Colorado Pass,(469) 945-2673
ID000529,678-62-8472,JERRY HOWARD,68198 Monterey Parkway,(972) 936-3734
ID000530,216-37-2770,ASHLEY LOPEZ,405 Hovde Way,(972) 956-4194
ID000531,302-51-0303,ALBERT MARSHALL,933 Claremont Avenue,(972) 771-8796
ID000532,194-03-3629,MICHELLE WILLIAMS,07 Marquette Road,(469) 921-7056
ID000533,303-31-8810,SHARON WELLS,23 Twin Pines Parkway,(972) 841-5472
ID000534,785-25-4186,DORIS GORDON,358 Pearson Court,(469) 945-1043
ID000535,395-22-8160,PATRICIA LONG,76 Jana Place,(469) 711-2650
ID000536,374-21-6461,HELEN LEE,65137 Summerview Crossing,(469) 656-8757
ID000537,746-77-1077,KIMBERLY COLLINS,9629 Delaware Crossing,(469) 789-3606
ID000538,376-27-2540,MARY DUNN,6848 Sunbrook Parkway,(214) 961-2821
ID000539,756-45-3967,AMY HARPER,5863 Boyd Drive,(214) 988-3185
ID000540,873-25-3246,BOBBY LONG,35 Paget Circle,(214) 910-1295
ID000541,447-50-8678,SARA YOUNG,71916 Sherman Point,(972) 918-2624
ID000542,303-61-3106,KATHY OLIVER,0 Victoria Junction,(972) 784-8364
ID000543,693-54-6232,RUBY RAY,17 Hermina Point,(214) 987-1219
ID000544,107-16-4727,LORI SCHMIDT,181 Rowland Hill,(469) 786-6455
ID000545,160-60-2907,RAYMOND FOX,1 Farwell Avenue,(214) 986-0132
ID000546,192-57-3114,NANCY TURNER,1 Vermont Alley,(214) 984-4444
ID000547,214-13-7727,GREGORY RICHARDS,9 Vidon Street,(214) 911-5776
ID000548,480-37-2448,LAWRENCE PEREZ,6441 Derek Junction,(972) 932-7049
ID000549,279-03-2319,THOMAS PIERCE,73803 Prairieview Alley,(214) 837-7005
ID000550,860-31-5301,STEVE LARSON,6 Nobel Trail,(469) 818-8073
ID000551,375-32-0893,AARON COLEMAN,62 Golden Leaf Crossing,(972) 965-7245
ID000552,335-17-5061,JOE DANIELS,916 Marcy Way,(972) 852-7588
ID000553,273-16-3483,THERESA PORTER,8868 Blaine Pass,(214) 841-2263
ID000554,690-78-4766,KATHLEEN CRAWFORD,44 Elmside Place,(214) 466-2521
ID000555,371-48-9808,JOE BRADLEY,90362 Kipling Plaza,(214) 934-9993
ID000556,957-05-0987,PAUL JACOBS,512 Tennessee Place,(214) 842-8747
ID000557,229-10-8054,ANDREW REID,7654 Moland Terrace,(972) 610-4548
ID000558,714-89-8210,RALPH GEORGE,072 Merchant Trail,(972) 917-6796
ID000559,401-33-5380,JEREMY BROWN,2 Old Shore Park,(469) 982-3476
ID000560,953-58-5532,NICHOLAS KENNEDY,2067 Jana Parkway,(214) 951-6843
ID000561,818-63-4715,RONALD WELLS,37 Prairieview Parkway,(469) 672-3875
ID000562,984-16-0277,ALBERT GILBERT,7169 Scoville Avenue,(972) 599-7668
ID000563,762-90-9837,JASON TURNER,208 Summit Park,(972) 919-7729
ID000564,229-26-6155,ARTHUR SPENCER,624 Kropf Terrace,(469) 790-4776
ID000565,673-35-9377,BONNIE RAY,20935 Vahlen Pass,(469) 690-0504
ID000566,414-82-6319,CAROL RYAN,43 Sloan Avenue,(469) 959-3742
ID000567,832-18-4025,KEVIN LITTLE,244 Tony Center,(214) 865-6806
ID000568,562-28-1756,TODD HALL,3896 Corscot Circle,(214) 623-7406
ID000569,243-20-4627,RALPH HART,16083 Lillian Crossing,(469) 916-1028
ID000570,152-91-1428,RUBY MARTIN,6 Merry Trail,(469) 781-1733
ID000571,200-92-4036,JULIA KIM,30 Corscot Terrace,(972) 826-8872
ID000572,869-20-2424,LAWRENCE REYES,70001 Lunder Pass,(469) 952-7199
ID000573,766-56-6664,RONALD RIVERA,0 Fuller Trail,(469) 977-6988
ID000574,966-33-9584,KENNETH MEDINA,652 Melody Avenue,(469) 815-2235
ID000575,761-70-9256,ANGELA CLARK,916 Elka Place,(972) 726-9437
ID000576,191-21-0161,DIANE BROWN,4221 Petterle Junction,(972) 633-7951
ID000577,597-21-1875,JACK WARD,00625 Warner Street,(972) 802-4440
ID000578,175-99-0098,ROGER POWELL,48387 Corben Junction,(214) 803-6520
ID000579,541-56-2611,RACHEL COOK,214 Eastwood Hill,(214) 862-3951
ID000580,454-07-8145,KAREN BURKE,09242 Victoria Plaza,(469) 897-7697
ID000581,947-35-1972,KIMBERLY ROBINSON,26233 Oneill Junction,(214) 810-2174
ID000582,679-65-6095,SAMUEL BRYANT,95 Pearson Pass,(972) 509-6994
ID000583,522-26-5924,RUSSELL BERRY,27 Moose Plaza,(214) 969-7916
ID000584,624-87-7517,PAULA FRAZIER,713 Havey Court,(469) 704-7407
ID000585,502-80-0344,ANNA RICE,9 Lunder Center,(469) 960-1948
ID000586,385-99-4195,DIANE STANLEY,96 Roth Hill,(214) 955-8100
ID000587,678-08-8971,BILLY SNYDER,8170 Clarendon Crossing,(972) 883-8736
ID000588,850-26-9485,JUAN BAILEY,6 Logan Crossing,(972) 954-9785
ID000589,119-17-4689,PATRICIA GREEN,27001 Mayfield Street,(972) 880-1670
ID000590,640-57-8903,LOUISE HARRISON,4383 Forest Dale Hill,(972) 591-6825
ID000591,915-81-5067,SCOTT CUNNINGHAM,1312 Kinsman Terrace,(469) 940-8227
ID000592,287-08-2149,STEVE WHITE,57 Vera Lane,(972) 573-3704
ID000593,915-62-6265,BRANDON JONES,8845 Blackbird Terrace,(214) 982-8588
ID000594,622-62-2819,REBECCA REED,012 Sunbrook Place,(469) 800-1493
ID000595,330-90-1862,KELLY HAWKINS,517 Bay Crossing,(972) 839-2019
ID000596,159-37-4167,KENNETH HUDSON,16 Porter Trail,(972) 977-7399
ID000597,332-96-2350,TAMMY BUTLER,0897 Amoth Hill,(214) 934-8616
ID000598,179-13-6812,STEVEN LANE,0185 Hollow Ridge Street,(214) 993-0045
ID000599,640-94-5337,JEAN WEST,5487 Tomscot Place,(214) 814-4521
ID000600,381-83-4152,KEITH MASON,1 Norway Maple Park,(469) 237-7698
ID000601,480-06-1832,JOSE MORALES,36703 Pennsylvania Center,(214) 936-8952
ID000602,360-26-2573,JOHNNY HARRIS,816 Ramsey Pass,(214) 800-8878
ID000603,271-80-3746,HAROLD ROMERO,864 Clove Plaza,(972) 958-7058
ID000604,161-60-2246,JOSE PHILLIPS,726 Farwell Road,(469) 922-7795
ID000605,968-21-3159,TINA NGUYEN,7814 Fairview Avenue,(214) 858-2813
ID000606,994-00-7169,MICHELLE HILL,70 Jana Plaza,(214) 805-4933
ID000607,164-07-0343,HENRY POWELL,1 Arapahoe Plaza,(469) 861-9090
ID000608,491-05-7221,DONNA NELSON,4 Homewood Alley,(469) 700-9754
ID000609,511-95-4134,LOUIS PERRY,1655 Heffernan Pass,(214) 820-3573
ID000610,196-78-4374,PAUL LEE,41406 Ridge Oak Parkway,(972) 810-6175
ID000611,112-60-2094,DIANA KING,65113 Saint Paul Court,(972) 748-9174
ID000612,376-03-6774,EVELYN CAMPBELL,68 Mifflin Court,(214) 743-4130
ID000613,277-81-5111,LOUIS HOWARD,0 Lyons Park,(972) 941-3029
ID000614,658-05-1653,IRENE ROBINSON,04 Fairfield Parkway,(469) 943-6537
ID000615,155-87-2365,ALICE ARMSTRONG,7068 Derek Alley,(214) 911-6490
ID000616,665-02-8900,EUGENE WOODS,56245 Graceland Way,(972) 832-8839
ID000617,670-32-5349,LOUIS TAYLOR,09508 Thackeray Center,(214) 932-0979
ID000618,416-31-2379,DEBORAH OWENS,12322 Hayes Center,(214) 971-1946
ID000619,346-41-4220,MARILYN COLLINS,305 1st Crossing,(972) 927-4971
ID000620,475-06-7256,VIRGINIA GONZALEZ,03722 Huxley Point,(214) 864-3430
ID000621,701-28-5911,HELEN RYAN,51 Kennedy Parkway,(214) 988-0720
ID000622,646-84-1183,JOHN MYERS,4 Mendota Junction,(214) 437-0969
ID000623,748-14-1656,MARY COLLINS,261 Almo Alley,(469) 987-5918
ID000624,802-79-0419,RAYMOND CARTER,71 Eastwood Way,(972) 891-0800
ID000625,124-07-9804,MARY RAMOS,6 Anderson Lane,(214) 989-0536
ID000626,311-30-5644,KATHY FERGUSON,20 7th Place,(214) 607-7944
ID000627,156-04-8304,CLARENCE MORALES,4645 Homewood Trail,(214) 900-0324
ID000628,590-28-7564,TERESA CAMPBELL,0241 Bultman Point,(214) 930-0030
ID000629,157-33-0075,ROGER NGUYEN,249 Marquette Center,(972) 931-8604
ID000630,326-20-8507,PHYLLIS LONG,9 Bluestem Circle,(972) 661-7458
ID000631,536-17-5051,MICHAEL TAYLOR,18398 Florence Place,(972) 833-7591
ID000632,906-45-2011,JOHN WATKINS,1669 Ridgeview Hill,(214) 925-0299
ID000633,336-89-2349,CAROLYN GARCIA,9 Dapin Trail,(214) 920-2780
ID000634,255-25-6148,DONALD PHILLIPS,7 Alpine Alley,(214) 813-6913
ID000635,292-88-0298,DEBORAH WATSON,75 Carey Parkway,(469) 809-1498
ID000636,640-78-6255,ANNIE SHAW,66820 Bunting Plaza,(972) 965-6678
ID000637,847-47-8564,ALAN PRICE,84 Rutledge Junction,(972) 776-5854
ID000638,126-26-3636,KATHRYN MORRISON,59100 Onsgard Crossing,(972) 875-1440
ID000639,471-61-6333,CHRISTOPHER JOHNSON,777 Ludington Terrace,(972) 679-9556
ID000640,439-03-8518,JOSHUA BISHOP,0 Grim Place,(214) 600-5143
ID000641,391-22-2309,ERNEST JONES,8085 Weeping Birch Alley,(972) 948-1978
ID000642,897-34-6632,MELISSA BANKS,578 Reindahl Trail,(972) 993-2150
ID000643,985-72-2421,ARTHUR LANE,26696 Steensland Court,(214) 959-8756
ID000644,325-85-6108,JOYCE PERKINS,8 Bluestem Park,(972) 942-5394
ID000645,506-85-1419,JUDITH SULLIVAN,95194 Badeau Trail,(972) 890-8729
ID000646,103-27-3706,BILLY JOHNSON,95272 Kensington Plaza,(972) 823-5333
ID000647,378-57-9726,MARIE BELL,74 Anderson Avenue,(469) 991-0533
ID000648,764-94-7005,JIMMY FORD,14311 Merchant Court,(469) 937-3556
ID000649,667-37-5162,ALICE MCCOY,6 Nelson Avenue,(469) 848-7697
ID000650,946-02-5323,RICHARD MATTHEWS,121 Warrior Alley,(972) 963-0887
ID000651,143-59-3681,DANIEL FOSTER,84 Charing Cross Avenue,(972) 838-0899
ID000652,251-35-0397,EARL BANKS,0 Lindbergh Place,(972) 921-9987
ID000653,709-47-1259,SCOTT ROGERS,9 Gulseth Circle,(469) 936-7824
ID000654,211-17-9786,RICHARD BAKER,68093 Ridge Oak Junction,(972) 957-8835
ID000655,375-17-9234,ROBIN MCDONALD,3407 Old Gate Circle,(972) 858-2976
ID000656,512-45-0642,VICTOR RILEY,219 Fair Oaks Park,(214) 932-7141
ID000657,727-22-0778,ANNE LOPEZ,62 Truax Terrace,(972) 987-8304
ID000658,315-71-5729,MARGARET FISHER,53744 Prentice Alley,(469) 711-2192
ID000659,897-19-4834,AMANDA PERKINS,629 Troy Way,(972) 937-2368
ID000660,619-76-5825,LINDA PERRY,83189 Esch Circle,(214) 865-3742
ID000661,272-90-8955,WANDA LAWRENCE,6239 Mandrake Alley,(214) 772-4765
ID000662,100-07-8344,TINA MITCHELL,42613 Pankratz Hill,(972) 791-8636
ID000663,392-34-3414,JACQUELINE GORDON,3603 Vernon Junction,(972) 979-5379
ID000664,850-03-5811,BETTY HUNT,79 Welch Court,(214) 615-4372
